GENE_ID	CONTIG_ID	TYPE	LENGTH	START	END	STRAND	START_CODON	STOP_CODON	GC%	OG	ANNOTATION
1094188.PRJNA73891.YSBL_0166	1094188.PRJNA73891.AJGT01000100	CDS	1917	7646	9562	+	Yes	Yes	32.498695879	-	annotation tax_id_proj_id=1094188.PRJNA73891 note=KEGG: cth:Cthe_1413 hypothetical protein cog=- project_id=PRJNA73891 protein_id=EIC03209.1 GI=380769259 
1094188.PRJNA73891.YSBL_0167	1094188.PRJNA73891.AJGT01000100	CDS	1185	9944	11128	+	Yes	Yes	47.0042194093	-	annotation product=Tryptophan synthase beta chain tax_id_proj_id=1094188.PRJNA73891 note=TIGRFAM: tryptophan synthase, beta subunit; HAMAP: Tryptophan synthase beta chain; KEGG: cth:Cthe_1412 tryptophan synthase subunit beta; PFAM: Pyridoxal-5'-phosphate-dependent protein beta subunit cog=- project_id=PRJNA73891 protein_id=EIC03210.1 GI=380769260 
1094188.PRJNA73891.YSBL_0168	1094188.PRJNA73891.AJGT01000100	CDS	771	11121	11891	+	Yes	Yes	44.7470817121	-	annotation product=Tryptophan synthase alpha chain tax_id_proj_id=1094188.PRJNA73891 note=TIGRFAM: tryptophan synthase, alpha subunit; HAMAP: Tryptophan synthase alpha chain; KEGG: cth:Cthe_1411 tryptophan synthase, alpha chain; PFAM: tryptophan synthase alpha chain cog=- project_id=PRJNA73891 protein_id=EIC03211.1 GI=380769261 
1094188.PRJNA73891.YSBL_0169	1094188.PRJNA73891.AJGT01000100	CDS	1050	11918	12967	+	Yes	Yes	38.4761904762	-	annotation product=cation diffusion facilitator family transporter tax_id_proj_id=1094188.PRJNA73891 note=KEGG: cth:Cthe_1410 cation diffusion facilitator family transporter; TIGRFAM: cation diffusion facilitator family transporter; PFAM: cation efflux protein cog=- project_id=PRJNA73891 protein_id=EIC03212.1 GI=380769262 
1094188.PRJNA73891.YSBL_2938	1094188.PRJNA73891.AJGT01000064	CDS	159	54730	54888	-	Yes	Yes	39.6226415094	-	annotation tax_id_proj_id=1094188.PRJNA73891 project_id=PRJNA73891 cog=- GI=380769536 protein_id=EIC03450.1 
1094188.PRJNA73891.YSBL_2867	1094188.PRJNA73891.AJGT01000063	CDS	1179	64	1242	-	Yes	Yes	43.1721798134	-	annotation product=major facilitator superfamily MFS_1 tax_id_proj_id=1094188.PRJNA73891 note=PFAM: major facilitator superfamily MFS_1; KEGG: cth:Cthe_2967 major facilitator transporter cog=- project_id=PRJNA73891 protein_id=EIC03451.1 GI=380769538 
1094188.PRJNA73891.YSBL_2868	1094188.PRJNA73891.AJGT01000063	CDS	747	1561	2307	-	Yes	Yes	34.2704149933	-	annotation product=copper amine oxidase-like domain-containing protein tax_id_proj_id=1094188.PRJNA73891 note=PFAM: copper amine oxidase-like domain-containing protein; KEGG: cth:Cthe_2966 hypothetical protein cog=- project_id=PRJNA73891 protein_id=EIC03452.1 GI=380769539 
1094188.PRJNA73891.YSBL_2869	1094188.PRJNA73891.AJGT01000063	CDS	924	2709	3632	+	Yes	Yes	40.367965368	-	annotation product=ABC-type transporter, integral membrane subunit tax_id_proj_id=1094188.PRJNA73891 note=PFAM: ABC-type transporter, integral membrane subunit; KEGG: cth:Cthe_2965 binding-protein-dependent transport systems inner membrane component cog=- project_id=PRJNA73891 protein_id=EIC03453.1 GI=380769540 
1094188.PRJNA73891.YSBL_2870	1094188.PRJNA73891.AJGT01000063	CDS	1056	3675	4730	+	Yes	Yes	43.2765151515	-	annotation product=ABC-type transporter, integral membrane subunit tax_id_proj_id=1094188.PRJNA73891 note=PFAM: ABC-type transporter, integral membrane subunit; KEGG: cth:Cthe_2964 binding-protein-dependent transport systems inner membrane component cog=- project_id=PRJNA73891 protein_id=EIC03454.1 GI=380769541 
1094188.PRJNA73891.YSBL_2871	1094188.PRJNA73891.AJGT01000063	CDS	1017	4801	5817	+	Yes	Yes	41.8879056047	-	annotation product=oligopeptide/dipeptide ABC transporter, ATPase subunit tax_id_proj_id=1094188.PRJNA73891 note=TIGRFAM: oligopeptide/dipeptide ABC transporter, ATPase subunit; PFAM: ABC transporter related protein; Oligopeptide/dipeptide ABC transporter domain protein; KEGG: cth:Cthe_2963 oligopeptide/dipeptide ABC transporter, ATPase subunit; SMART: AAA ATPase cog=- project_id=PRJNA73891 protein_id=EIC03455.1 GI=380769542 
1094188.PRJNA73891.YSBL_2872	1094188.PRJNA73891.AJGT01000063	CDS	1029	5804	6832	+	Yes	Yes	43.6345966958	-	annotation product=oligopeptide/dipeptide ABC transporter, ATPase subunit tax_id_proj_id=1094188.PRJNA73891 note=TIGRFAM: oligopeptide/dipeptide ABC transporter, ATPase subunit; PFAM: ABC transporter related protein; Oligopeptide/dipeptide ABC transporter domain protein; KEGG: cth:Cthe_2962 oligopeptide/dipeptide ABC transporter, ATPase subunit; SMART: AAA ATPase cog=- project_id=PRJNA73891 protein_id=EIC03456.1 GI=380769543 
1094188.PRJNA73891.YSBL_2873	1094188.PRJNA73891.AJGT01000063	CDS	1626	7030	8655	+	Yes	Yes	42.9889298893	-	annotation product=ABC-type transporter, periplasmic subunit tax_id_proj_id=1094188.PRJNA73891 note=PFAM: ABC-type transporter, periplasmic subunit; KEGG: cth:Cthe_2961 extracellular solute-binding protein cog=- project_id=PRJNA73891 protein_id=EIC03457.1 GI=380769544 
1094188.PRJNA73891.YSBL_2874	1094188.PRJNA73891.AJGT01000063	CDS	333	9161	9493	-	Yes	Yes	27.027027027	-	annotation tax_id_proj_id=1094188.PRJNA73891 note=KEGG: cth:Cthe_2960 hypothetical protein cog=- project_id=PRJNA73891 protein_id=EIC03458.1 GI=380769545 
1094188.PRJNA73891.YSBL_2862	1094188.PRJNA73891.AJGT01000062	CDS	1038	0	1041	+	No	No	44.9903660886	-	annotation product=polysaccharide deacetylase tax_id_proj_id=1094188.PRJNA73891 note=PFAM: polysaccharide deacetylase; Carbohydrate binding family 6; Dockerin type 1 protein; KEGG: cth:Cthe_2972 glycoside hydrolase family protein cog=- project_id=PRJNA73891 protein_id=EIC03459.1 GI=380769547 
1094188.PRJNA73891.YSBL_2863	1094188.PRJNA73891.AJGT01000062	CDS	612	1116	1727	-	Yes	Yes	37.4183006536	-	annotation tax_id_proj_id=1094188.PRJNA73891 note=KEGG: cth:Cthe_2971 hypothetical protein cog=- project_id=PRJNA73891 protein_id=EIC03460.1 GI=380769548 
1094188.PRJNA73891.YSBL_2864	1094188.PRJNA73891.AJGT01000062	CDS	852	1724	2575	-	Yes	Yes	44.1314553991	-	annotation product=ABC transporter related protein tax_id_proj_id=1094188.PRJNA73891 note=KEGG: cth:Cthe_2970 ABC transporter related protein; PFAM: ABC transporter related protein; SMART: AAA ATPase cog=- project_id=PRJNA73891 protein_id=EIC03461.1 GI=380769549 
1094188.PRJNA73891.YSBL_2865	1094188.PRJNA73891.AJGT01000062	CDS	375	2580	2954	-	Yes	Yes	41.8666666667	-	annotation product=regulatory protein GntR HTH tax_id_proj_id=1094188.PRJNA73891 note=KEGG: cth:Cthe_2969 GntR family transcriptional regulator; PFAM: regulatory protein GntR HTH; SMART: regulatory protein GntR HTH cog=- project_id=PRJNA73891 protein_id=EIC03462.1 GI=380769550 
1094188.PRJNA73891.YSBL_2866	1094188.PRJNA73891.AJGT01000062	CDS	780	3347	4126	+	Yes	Yes	35.5128205128	-	annotation product=4Fe-4S ferredoxin iron-sulfur binding domain-containing protein tax_id_proj_id=1094188.PRJNA73891 note=PFAM: 4Fe-4S ferredoxin iron-sulfur binding domain-containing protein; flavodoxin/nitric oxide synthase; KEGG: cth:Cthe_2968 4Fe-4S ferredoxin, iron-sulfur binding cog=- project_id=PRJNA73891 protein_id=EIC03463.1 GI=380769551 
1094188.PRJNA73891.YSBL_2861	1094188.PRJNA73891.AJGT01000061	CDS	744	0	749	+	No	No	47.311827957	-	annotation product=glycoside hydrolase family 11 tax_id_proj_id=1094188.PRJNA73891 note=KEGG: cth:Cthe_2972 glycoside hydrolase family protein; PFAM: glycoside hydrolase family 11; Carbohydrate binding family 6; SMART: cellulose binding type IV cog=- project_id=PRJNA73891 protein_id=EIC03464.1 GI=380769553 
1094188.PRJNA73891.YSBL_2780	1094188.PRJNA73891.AJGT01000060	CDS	144	0	146	-	No	No	37.5	-	annotation product=transposase, mutator type tax_id_proj_id=1094188.PRJNA73891 note=KEGG: cth:Cthe_3216 transposase, mutator type cog=- project_id=PRJNA73891 protein_id=EIC03465.1 GI=380769555 
1094188.PRJNA73891.YSBL_2781	1094188.PRJNA73891.AJGT01000060	CDS	2184	212	2395	-	Yes	Yes	39.6978021978	-	annotation product=Fibronectin type III domain protein tax_id_proj_id=1094188.PRJNA73891 note=KEGG: cth:Cthe_3050 fibronectin, type III; PFAM: Fibronectin type III domain protein; SMART: Fibronectin type III domain protein cog=- project_id=PRJNA73891 protein_id=EIC03466.1 GI=380769556 
1094188.PRJNA73891.YSBL_2782	1094188.PRJNA73891.AJGT01000060	CDS	1776	2720	4495	+	Yes	Yes	38.1756756757	-	annotation product=Tetratricopeptide TPR_1 repeat-containing protein tax_id_proj_id=1094188.PRJNA73891 note=KEGG: cth:Cthe_3049 TPR repeat-containing protein; PFAM: Tetratricopeptide TPR_1 repeat-containing protein; Tetratricopeptide TPR_2 repeat-containing protein; SMART: Tetratricopeptide repeat-containing protein cog=- project_id=PRJNA73891 protein_id=EIC03467.1 GI=380769557 
1094188.PRJNA73891.YSBL_2783	1094188.PRJNA73891.AJGT01000060	CDS	666	5158	5823	-	Yes	Yes	46.8468468468	-	annotation product=DNA repair protein RadC tax_id_proj_id=1094188.PRJNA73891 note=KEGG: cth:Cthe_3048 DNA repair protein RadC; TIGRFAM: DNA repair protein RadC; PFAM: DNA repair protein RadC cog=- project_id=PRJNA73891 protein_id=EIC03468.1 GI=380769558 
1094188.PRJNA73891.YSBL_2784	1094188.PRJNA73891.AJGT01000060	CDS	1413	5926	7338	-	Yes	Yes	46.7091295117	-	annotation product=penicillin-binding protein transpeptidase tax_id_proj_id=1094188.PRJNA73891 note=PFAM: penicillin-binding protein transpeptidase; Penicillin-binding protein dimerization domain-containing protein; KEGG: cth:Cthe_3047 peptidoglycan glycosyltransferase cog=- project_id=PRJNA73891 protein_id=EIC03469.1 GI=380769559 
1094188.PRJNA73891.YSBL_2785	1094188.PRJNA73891.AJGT01000060	CDS	1269	7331	8599	-	Yes	Yes	41.3711583924	-	annotation product=cell cycle protein tax_id_proj_id=1094188.PRJNA73891 note=PFAM: cell cycle protein; KEGG: cth:Cthe_3046 cell cycle protein cog=- project_id=PRJNA73891 protein_id=EIC03470.1 GI=380769560 
1094188.PRJNA73891.YSBL_2786	1094188.PRJNA73891.AJGT01000060	CDS	450	8611	9060	-	Yes	Yes	37.5555555556	-	annotation product=Forkhead-associated protein tax_id_proj_id=1094188.PRJNA73891 note=KEGG: cth:Cthe_3045 FHA domain-containing protein; PFAM: Forkhead-associated protein; SMART: Forkhead-associated protein cog=- project_id=PRJNA73891 protein_id=EIC03471.1 GI=380769561 
1094188.PRJNA73891.YSBL_2787	1094188.PRJNA73891.AJGT01000060	CDS	750	9226	9975	-	Yes	Yes	40.9333333333	-	annotation product=protein of unknown function DUF975 tax_id_proj_id=1094188.PRJNA73891 note=PFAM: protein of unknown function DUF975; KEGG: cth:Cthe_3044 hypothetical protein cog=- project_id=PRJNA73891 protein_id=EIC03472.1 GI=380769562 
1094188.PRJNA73891.YSBL_2788	1094188.PRJNA73891.AJGT01000060	CDS	639	10105	10743	-	Yes	Yes	37.0892018779	-	annotation tax_id_proj_id=1094188.PRJNA73891 note=KEGG: cth:Cthe_3043 hypothetical protein cog=- project_id=PRJNA73891 protein_id=EIC03473.1 GI=380769563 
1138384.PRJNA82183.AD2_2848	1138384.PRJNA82183.AJGS01000093	CDS	1860	36550	38409	+	Yes	Yes	43.8709677419	-	annotation product=glycoside hydrolase family 10 tax_id_proj_id=1138384.PRJNA82183 note=KEGG: cth:Cthe_1838 glycoside hydrolase family protein; PFAM: glycoside hydrolase family 10; Carbohydrate-binding CenC domain protein; Dockerin type 1 protein; SMART: glycoside hydrolase family 10 cog=- project_id=PRJNA82183 protein_id=EIC09901.1 GI=380780212 
1138384.PRJNA82183.AD2_2849	1138384.PRJNA82183.AJGS01000093	CDS	510	38751	39260	+	Yes	Yes	38.431372549	-	annotation tax_id_proj_id=1138384.PRJNA82183 note=KEGG: cth:Cthe_1837 hypothetical protein cog=- project_id=PRJNA82183 protein_id=EIC09902.1 GI=380780213 
1138384.PRJNA82183.AD2_2850	1138384.PRJNA82183.AJGS01000093	CDS	963	39504	40466	+	Yes	Yes	39.1484942887	-	annotation tax_id_proj_id=1138384.PRJNA82183 note=KEGG: cth:Cthe_1836 hypothetical protein cog=- project_id=PRJNA82183 protein_id=EIC09903.1 GI=380780214 
1138384.PRJNA82183.AD2_2796	1138384.PRJNA82183.AJGS01000092	CDS	2829	291	3119	-	Yes	Yes	44.0438317427	-	annotation product=UvrABC system protein A tax_id_proj_id=1138384.PRJNA82183 note=SMART: AAA ATPase; TIGRFAM: excinuclease ABC, A subunit; KEGG: cth:Cthe_0311 excinuclease ABC subunit A; HAMAP: UvrABC system protein A; PFAM: ABC transporter related protein cog=- project_id=PRJNA82183 protein_id=EIC09904.1 GI=380780216 
1138384.PRJNA82183.AD2_2797	1138384.PRJNA82183.AJGS01000092	CDS	1047	3584	4630	+	Yes	Yes	44.2215854823	-	annotation product=3D domain-containing protein tax_id_proj_id=1138384.PRJNA82183 note=PFAM: 3D domain-containing protein; KEGG: cth:Cthe_0310 hypothetical protein cog=- project_id=PRJNA82183 protein_id=EIC09905.1 GI=380780217 
1138384.PRJNA82183.AD2_2798	1138384.PRJNA82183.AJGS01000092	CDS	1983	4656	6638	-	Yes	Yes	44.0242057489	-	annotation product=excinuclease ABC, B subunit tax_id_proj_id=1138384.PRJNA82183 note=TIGRFAM: excinuclease ABC, B subunit; PFAM: helicase domain-containing protein; UvrB/UvrC protein; type III restriction protein res subunit; KEGG: cth:Cthe_0309 excinuclease ABC subunit B; SMART: DEAD-like helicase ; helicase domain-containing protein cog=- project_id=PRJNA82183 protein_id=EIC09906.1 GI=380780218 
1138384.PRJNA82183.AD2_2799	1138384.PRJNA82183.AJGS01000092	CDS	339	6801	7139	-	Yes	Yes	39.2330383481	-	annotation tax_id_proj_id=1138384.PRJNA82183 note=KEGG: cth:Cthe_0308 hypothetical protein cog=- project_id=PRJNA82183 protein_id=EIC09907.1 GI=380780219 
1138384.PRJNA82183.AD2_2800	1138384.PRJNA82183.AJGS01000092	CDS	360	7143	7502	-	Yes	Yes	38.3333333333	-	annotation tax_id_proj_id=1138384.PRJNA82183 note=KEGG: cth:Cthe_0307 hypothetical protein cog=- project_id=PRJNA82183 protein_id=EIC09908.1 GI=380780220 
1138384.PRJNA82183.AD2_2801	1138384.PRJNA82183.AJGS01000092	CDS	2184	7677	9860	-	Yes	Yes	40.1098901099	-	annotation product=DNA gyrase/topoisomerase IV subunit A tax_id_proj_id=1138384.PRJNA82183 note=KEGG: cth:Cthe_0306 DNA gyrase/topoisomerase IV, subunit A; PFAM: DNA gyrase/topoisomerase IV subunit A; DNA gyrase repeat beta-propeller; SMART: DNA gyrase/topoisomerase IV subunit A cog=- project_id=PRJNA82183 protein_id=EIC09909.1 GI=380780221 
1138384.PRJNA82183.AD2_2802	1138384.PRJNA82183.AJGS01000092	CDS	1986	9935	11920	-	Yes	Yes	40.5840886203	-	annotation product=DNA gyrase subunit B domain protein tax_id_proj_id=1138384.PRJNA82183 note=KEGG: cth:Cthe_0305 DNA topoisomerase (ATP-hydrolyzing); PFAM: DNA gyrase subunit B domain protein; TOPRIM domain-containing protein; ATP-binding region ATPase domain protein; DNA topoisomerase type IIA subunit B region 2 domain protein; SMART: DNA topoisomerase II; ATP-binding region ATPase domain protein cog=- project_id=PRJNA82183 protein_id=EIC09910.1 GI=380780222 
1138384.PRJNA82183.AD2_2803	1138384.PRJNA82183.AJGS01000092	CDS	447	12276	12722	+	Yes	Yes	35.3467561521	-	annotation tax_id_proj_id=1138384.PRJNA82183 note=KEGG: cth:Cthe_0303 hypothetical protein cog=- project_id=PRJNA82183 protein_id=EIC09911.1 GI=380780223 
1138384.PRJNA82183.AD2_2804	1138384.PRJNA82183.AJGS01000092	CDS	195	12809	13003	+	Yes	Yes	43.0769230769	-	annotation tax_id_proj_id=1138384.PRJNA82183 project_id=PRJNA82183 cog=- GI=380780224 protein_id=EIC09912.1 
1138384.PRJNA82183.AD2_2805	1138384.PRJNA82183.AJGS01000092	CDS	441	13049	13489	-	Yes	Yes	42.8571428571	-	annotation tax_id_proj_id=1138384.PRJNA82183 note=KEGG: cth:Cthe_0302 hypothetical protein cog=- project_id=PRJNA82183 protein_id=EIC09913.1 GI=380780225 
1138384.PRJNA82183.AD2_2806	1138384.PRJNA82183.AJGS01000092	CDS	771	13509	14279	-	Yes	Yes	43.8391699092	-	annotation product=protein of unknown function DUF1212 tax_id_proj_id=1138384.PRJNA82183 note=PFAM: protein of unknown function DUF1212; KEGG: cth:Cthe_0301 hypothetical protein cog=- project_id=PRJNA82183 protein_id=EIC09914.1 GI=380780226 
1138384.PRJNA82183.AD2_2807	1138384.PRJNA82183.AJGS01000092	CDS	618	14445	15062	+	Yes	Yes	38.3495145631	-	annotation product=Sporulation uncharacterized protein YkwD tax_id_proj_id=1138384.PRJNA82183 note=TIGRFAM: Sporulation uncharacterized protein YkwD; spore coat assembly protein SafA; PFAM: SCP-like extracellular; Peptidoglycan-binding lysin domain-containing protein; KEGG: cth:Cthe_0300 allergen V5/TPX-1 related; SMART: Peptidoglycan-binding LysM cog=- project_id=PRJNA82183 protein_id=EIC09915.1 GI=380780227 
1138384.PRJNA82183.AD2_2808	1138384.PRJNA82183.AJGS01000092	CDS	1371	15162	16532	-	Yes	Yes	42.7425237053	-	annotation product=MATE efflux family protein tax_id_proj_id=1138384.PRJNA82183 note=KEGG: cth:Cthe_0299 MATE efflux family protein; TIGRFAM: MATE efflux family protein; PFAM: multi antimicrobial extrusion protein MatE cog=- project_id=PRJNA82183 protein_id=EIC09916.1 GI=380780228 
1138384.PRJNA82183.AD2_2809	1138384.PRJNA82183.AJGS01000092	CDS	2241	16635	18875	-	Yes	Yes	39.7590361446	-	annotation product=chemotaxis sensory transducer tax_id_proj_id=1138384.PRJNA82183 note=KEGG: cth:Cthe_0298 methyl-accepting chemotaxis sensory transducer; PFAM: chemotaxis sensory transducer; histidine kinase HAMP region domain protein; SMART: chemotaxis sensory transducer; histidine kinase HAMP region domain protein cog=- project_id=PRJNA82183 protein_id=EIC09917.1 GI=380780229 
1138384.PRJNA82183.AD2_2810	1138384.PRJNA82183.AJGS01000092	CDS	1476	18955	20430	-	Yes	Yes	38.8888888889	-	annotation tax_id_proj_id=1138384.PRJNA82183 note=KEGG: cth:Cthe_0296 hypothetical protein cog=- project_id=PRJNA82183 protein_id=EIC09918.1 GI=380780230 
1138384.PRJNA82183.AD2_2811	1138384.PRJNA82183.AJGS01000092	CDS	1119	21141	22259	+	Yes	Yes	44.5933869526	-	annotation product=phosphoserine aminotransferase tax_id_proj_id=1138384.PRJNA82183 note=TIGRFAM: phosphoserine aminotransferase; KEGG: cth:Cthe_0295 phosphoserine aminotransferase cog=- project_id=PRJNA82183 protein_id=EIC09919.1 GI=380780231 
1138384.PRJNA82183.AD2_2812	1138384.PRJNA82183.AJGS01000092	CDS	189	22523	22711	-	Yes	Yes	34.3915343915	-	annotation product=Methyltransferase type 11 tax_id_proj_id=1138384.PRJNA82183 note=PFAM: Methyltransferase type 11; KEGG: mba:Mbar_A2330 hypothetical protein cog=- project_id=PRJNA82183 protein_id=EIC09920.1 GI=380780232 
1138384.PRJNA82183.AD2_2813	1138384.PRJNA82183.AJGS01000092	CDS	249	22659	22907	-	Yes	Yes	37.3493975904	-	annotation tax_id_proj_id=1138384.PRJNA82183 project_id=PRJNA82183 cog=- GI=380780233 protein_id=EIC09921.1 
1138384.PRJNA82183.AD2_2814	1138384.PRJNA82183.AJGS01000092	CDS	444	23122	23565	-	Yes	Yes	29.5045045045	-	annotation tax_id_proj_id=1138384.PRJNA82183 note=KEGG: cth:Cthe_0293 hypothetical protein cog=- project_id=PRJNA82183 protein_id=EIC09922.1 GI=380780234 
1138384.PRJNA82183.AD2_2815	1138384.PRJNA82183.AJGS01000092	CDS	573	24116	24688	-	Yes	Yes	37.3472949389	-	annotation tax_id_proj_id=1138384.PRJNA82183 note=KEGG: lmc:Lm4b_02287 hypothetical protein cog=- project_id=PRJNA82183 protein_id=EIC09923.1 GI=380780235 
1138384.PRJNA82183.AD2_2795	1138384.PRJNA82183.AJGS01000091	CDS	813	0	817	-	No	No	40.098400984	-	annotation product=YD repeat protein tax_id_proj_id=1138384.PRJNA82183 note=KEGG: cth:Cthe_0004 YD repeat-containing protein; TIGRFAM: YD repeat protein; PFAM: YD repeat-containing protein cog=- project_id=PRJNA82183 protein_id=EIC09924.1 GI=380780237 
1138384.PRJNA82183.AD2_2793	1138384.PRJNA82183.AJGS01000090	CDS	294	61	354	+	Yes	Yes	39.4557823129	-	annotation product=transposase IS3/IS911 family protein tax_id_proj_id=1138384.PRJNA82183 note=PFAM: transposase IS3/IS911 family protein; KEGG: cth:Cthe_2772 transposase IS3/IS911 cog=- project_id=PRJNA82183 protein_id=EIC09925.1 GI=380780239 
1138384.PRJNA82183.AD2_2794	1138384.PRJNA82183.AJGS01000090	CDS	264	371	637	+	No	No	39.7727272727	-	annotation product=integrase catalytic subunit tax_id_proj_id=1138384.PRJNA82183 note=KEGG: cth:Cthe_2773 integrase catalytic subunit cog=- project_id=PRJNA82183 protein_id=EIC09926.1 GI=380780240 
1138384.PRJNA82183.AD2_2792	1138384.PRJNA82183.AJGS01000089	CDS	684	0	687	-	No	No	46.9298245614	-	annotation product=Bifunctional DNA primase/polymerase tax_id_proj_id=1138384.PRJNA82183 note=PFAM: Bifunctional DNA primase/polymerase; KEGG: cth:Cthe_2847 P4 family phage/plasmid primase cog=- project_id=PRJNA82183 protein_id=EIC09927.1 GI=380780242 
1349417.PRJEB4206.CTHBC1_0071	1349417.PRJEB4206.CBQO010000007	CDS	477	34254	34730	+	Yes	Yes	35.8490566038	-	annotation tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34749.1 GI=551235793 
1349417.PRJEB4206.CTHBC1_0072	1349417.PRJEB4206.CBQO010000007	CDS	726	34788	35513	+	Yes	Yes	48.8980716253	-	annotation product=NAD-dependent protein deacetylase gene=cobB tax_id_proj_id=1349417.PRJEB4206 EC_number=3.5.1.- note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34750.1 GI=551235794 
1349417.PRJEB4206.CTHBC1_0073	1349417.PRJEB4206.CBQO010000007	CDS	612	35585	36196	-	Yes	Yes	43.137254902	-	annotation product=peptidylprolyl isomerase tax_id_proj_id=1349417.PRJEB4206 EC_number=5.2.1.8 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34751.1 GI=551235795 
1349417.PRJEB4206.CTHBC1_0074	1349417.PRJEB4206.CBQO010000007	CDS	1023	36387	37409	+	Yes	Yes	40.8602150538	-	annotation product=Aspartate-ammonia ligase gene=asnA tax_id_proj_id=1349417.PRJEB4206 EC_number=6.3.1.1 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34752.1 GI=551235796 
1349417.PRJEB4206.CTHBC1_0075	1349417.PRJEB4206.CBQO010000007	CDS	1395	37546	38940	+	Yes	Yes	42.2222222222	-	annotation product=Asparagine-tRNA ligase gene=asnS tax_id_proj_id=1349417.PRJEB4206 EC_number=6.1.1.22 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34753.1 GI=551235797 
1349417.PRJEB4206.CTHBC1_0076	1349417.PRJEB4206.CBQO010000007	CDS	2817	39142	41958	-	Yes	Yes	45.722399716	-	annotation product=Endoglucanase A gene=celA tax_id_proj_id=1349417.PRJEB4206 EC_number=3.2.1.4 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34754.1 GI=551235798 
