PROJECT_ID	PROTEIN_ID	EGGNOG_GROUP_CODE	EGGNOG_LEVEL	QUERY_LENGHT	HMM_FROM	HMM_TO	SEQ_FROM	SEQ_TO	QUERY_COVERAGE	PARENT_LUCA_GROUPS	COG_FUNCTIONAL_CATEGORIES	FUNCTIONAL_DESCRIPTION
1115511.PRJDB13	1115511.PRJDB13.EA14781_157_00100	0QMZU	gproNOG	450	2	438	3	443	0.977777777778	COG1486	G	6-phospho-beta-glucosidase
1115511.PRJDB13	1115511.PRJDB13.EA14781_157_00110	0QK1J	gproNOG	254	1	254	1	251	0.984251968504	COG1447,COG3394	S	UPF0249 protein
1115511.PRJDB13	1115511.PRJDB13.EA14781_157_00130	0QUFJ	gproNOG	80	8	87	1	80	0.9875	11YYN	D	Activates the cell division inhibited by chromosomal DNA over-replication (By similarity)
1115511.PRJDB13	1115511.PRJDB13.EA14781_104_00030	0QX80	gproNOG	271	1	242	1	268	0.985239852399	COG5263,COG3757,COG5479	G	Glycosyl hydrolase family 25
1115511.PRJDB13	1115511.PRJDB13.EA14781_104_00040	0QHSH	gproNOG	266	4	266	2	266	0.992481203008	COG2145,COG0819,COG1992,COG0637,COG0352,COG0351	H	Phosphomethylpyrimidine kinase
1115511.PRJDB13	1115511.PRJDB13.EA14781_104_00050	0QJ5G	gproNOG	262	2	258	2	260	0.984732824427	COG0352,COG2145	H	4-methyl-5-beta-hydroxyethylthiazole kinase
1115511.PRJDB13	1115511.PRJDB13.EA14781_104_00060	0QSJT	gproNOG	90	1	90	1	90	0.988888888889	COG1937	K	Repressor of rcnA expression. Acts by binding specifically to the rcnA promoter in the absence of nickel and cobalt. In the presence of one of these metals, it has a weaker affinity for rcnA promoter
1115511.PRJDB13	1115511.PRJDB13.EA14781_104_00070	0QJ5C	gproNOG	273	1	285	1	272	0.992673992674	COG2215	P	Nickel cobalt efflux protein RcnA
1115511.PRJDB13	1115511.PRJDB13.EA14781_104_00080	0QTJ2	gproNOG	112	5	116	1	112	0.991071428571	COG5455	S	Influences nickel and cobalt homeostasis. May act by modulating RcnA-mediated export of these ions to avoid excess efflux. Not involved in nickel import and does not bind nickel or cobalt ions directly
1115511.PRJDB13	1115511.PRJDB13.EA14781_104_00090	0QXGZ	gproNOG	344	1	343	1	344	0.997093023256	0XTMS	S	Type-1 fimbrial protein
1115511.PRJDB13	1115511.PRJDB13.EA14781_104_00100	0QIEY	gproNOG	826	15	810	14	818	0.973365617433	COG3188	M	outer membrane usher protein
1115511.PRJDB13	1115511.PRJDB13.EA14781_104_00110	0QPJB	gproNOG	224	2	225	1	224	0.995535714286	COG3121	U	chaperone
1115511.PRJDB13	1115511.PRJDB13.EA14781_104_00120	0QVUD	gproNOG	180	1	178	1	180	0.994444444444	122IH	S	Fimbrial protein
1115511.PRJDB13	1115511.PRJDB13.EA14781_104_00130	0QXHT	gproNOG	93	1	93	1	93	0.989247311828	12CU3	S	Protein of unknown function (DUF2574)
1115511.PRJDB13	1115511.PRJDB13.EA14781_104_00140	0QJI6	gproNOG	369	5	366	5	366	0.978319783198	COG3536,COG0489,COG2151,COG1433	D	Atp-binding protein
1115511.PRJDB13	1115511.PRJDB13.EA14781_104_00150	0QI6G	gproNOG	680	2	676	6	680	0.991176470588	COG0143,COG0075,COG0073	J	Is required not only for elongation of protein synthesis but also for the initiation of all mRNA translation through initiator tRNA(fMet) aminoacylation (By similarity)
1115511.PRJDB13	1115511.PRJDB13.EA14781_104_00160	0QTMZ	gproNOG	593	153	446	268	589	0.5413153457	COG4886,11FHT,COG3831	S	regulatoR
1115511.PRJDB13	1115511.PRJDB13.EA14781_154_00010	0QUKK	gproNOG	63	99	157	2	60	0.920634920635	COG3157	S	type VI secretion system effector, Hcp1 family
1115511.PRJDB13	1115511.PRJDB13.EA14781_154_00020	0QRBQ	gproNOG	306	41	302	44	289	0.800653594771	11MIB	S	membrane
1115511.PRJDB13	1115511.PRJDB13.EA14781_154_00040	0R0QE	gproNOG	258	1	261	1	258	0.996124031008	128QG	S	lipoprotein YafT
1115511.PRJDB13	1115511.PRJDB13.EA14781_154_00050	0RAYI	gproNOG	243	4	242	4	242	0.979423868313	COG0847	L	DNA polymerase III, epsilon subunit
1115511.PRJDB13	1115511.PRJDB13.EA14781_154_00060	0QQZY	gproNOG	155	1	154	1	153	0.98064516129	COG0454,COG3341,COG0599,COG0274,COG0328	L	Endonuclease that specifically degrades the RNA of RNA- DNA hybrids (By similarity)
1115511.PRJDB13	1115511.PRJDB13.EA14781_154_00070	0QKZ6	gproNOG	240	5	227	1	230	0.954166666667	COG0500	Q	Methyl-transferase
1115511.PRJDB13	1115511.PRJDB13.EA14781_154_00080	0QQ46	gproNOG	251	2	254	1	251	0.996015936255	COG0491	C	Thiolesterase that catalyzes the hydrolysis of S-D- lactoyl-glutathione to form glutathione and D-lactic acid (By similarity)
1115511.PRJDB13	1115511.PRJDB13.EA14781_154_00090	0QHZG	gproNOG	452	5	327	1	326	0.719026548673	COG0741,COG0739,COG0612,COG1388	M	Lytic Murein transglycosylase
1115511.PRJDB13	1115511.PRJDB13.EA14781_154_00100	0QJZJ	gproNOG	266	15	277	2	264	0.984962406015	COG3021	S	UPF0294 protein
1115511.PRJDB13	1115511.PRJDB13.EA14781_154_00110	0QI2A	gproNOG	304	1	295	1	295	0.967105263158	0XRV0	K	lysr family transcriptional regulator
1115511.PRJDB13	1115511.PRJDB13.EA14781_154_00120	0QJ6R	gproNOG	267	2	267	1	267	0.996254681648	COG0789,COG0716,COG0656	C	reductase
1115511.PRJDB13	1115511.PRJDB13.EA14781_169_00070	0QKD0	gproNOG	451	103	557	3	443	0.975609756098	COG0491,COG1022,COG0596,COG0001,COG0477,COG0365,COG1680,COG4310,COG3320,COG3319,COG0128,COG0147,COG3882,COG2301,COG1020,COG0204,COG1021,COG1960,COG3321,COG0318,COG0654	I	Amp-dependent synthetase and ligase
1115511.PRJDB13	1115511.PRJDB13.EA14781_169_00060	0QJ5Q	gproNOG	410	1	403	1	405	0.985365853659	COG0119,COG1804	C	Catalyzes the transfer of the CoA moiety from formyl-CoA to oxalate (By similarity)
1115511.PRJDB13	1115511.PRJDB13.EA14781_169_00050	0QMA3	gproNOG	273	185	456	6	273	0.978021978022	COG1924,COG1775,COG3580,COG3581	I	activator
1115511.PRJDB13	1115511.PRJDB13.EA14781_169_00040	0R17Y	gproNOG	413	1	413	1	413	0.997578692494	COG1775	E	2-hydroxyglutaryl-CoA dehydratase, D-component
1115511.PRJDB13	1115511.PRJDB13.EA14781_169_00030	0R17Y	gproNOG	378	415	790	1	376	0.992063492063	COG1775	E	2-hydroxyglutaryl-CoA dehydratase, D-component
1115511.PRJDB13	1115511.PRJDB13.EA14781_169_00020	0QK2F	gproNOG	441	2	458	1	432	0.977324263039	COG2610	E, G	Citrate transporter
1115511.PRJDB13	1115511.PRJDB13.EA14781_169_00010	0QIA7	gproNOG	286	1	286	1	285	0.993006993007	COG1960,COG1305,COG2025	I	acyl-CoA dehydrogenase
1115511.PRJDB13	1115511.PRJDB13.EA14781_163_00010	0QI54	gproNOG	412	2	396	7	401	0.956310679612	COG0436,COG0388	E	Aminotransferase
1115511.PRJDB13	1115511.PRJDB13.EA14781_163_00020	0RAI0	gproNOG	565	1	560	1	560	0.989380530973	COG3275	T	Histidine kinase
1115511.PRJDB13	1115511.PRJDB13.EA14781_163_00030	0QJP7	gproNOG	244	1	242	1	244	0.995901639344	COG3279	T	regulatoR
1115511.PRJDB13	1115511.PRJDB13.EA14781_163_00040	0QJGN	gproNOG	285	1	284	1	284	0.99298245614	0XTD9	K	Transcriptional regulator
1115511.PRJDB13	1115511.PRJDB13.EA14781_163_00050	0QPPB	gproNOG	831	1	831	1	831	0.998796630566	COG3412,COG2190,COG0574,COG4668,COG1925,COG1080,COG1762,COG2213	G	Multifunctional protein that includes general (non sugar-specific) and sugar-specific components of the phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS). This major carbohydrate active-transport system catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. Enzyme I transfers the phosphoryl group from phosphoenolpyruvate (PEP) to the phosphoryl carrier protein (HPr). HPr transfers the phosphoryl group to the phosphoryl carrier EIIA, which then transfers it to EIIB (By similarity)
1115511.PRJDB13	1115511.PRJDB13.EA14781_163_00060	0QP18	gproNOG	345	2	355	1	345	0.997101449275	COG1363	E	aminopeptidase
1115511.PRJDB13	1115511.PRJDB13.EA14781_163_00070	0QNZ7	gproNOG	266	103	362	2	264	0.984962406015	COG0006	E	aminopeptidase
1115511.PRJDB13	1115511.PRJDB13.EA14781_056_00010	0QP8T	gproNOG	314	1	293	1	312	0.990445859873	COG0329,COG3395	E	dihydrodipicolinate
1115511.PRJDB13	1115511.PRJDB13.EA14781_056_00020	0RB1W	gproNOG	306	11	304	6	291	0.93137254902	COG0111	E	d-3-phosphoglycerate dehydrogenase
1115511.PRJDB13	1115511.PRJDB13.EA14781_056_00030	0QKPI	gproNOG	284	6	285	1	284	0.996478873239	COG3716	G	PTS System
1115511.PRJDB13	1115511.PRJDB13.EA14781_056_00040	0QN93	gproNOG	248	2	248	1	245	0.983870967742	COG3716,COG3715	G	pts system
1115511.PRJDB13	1115511.PRJDB13.EA14781_056_00050	0QUDB	gproNOG	161	3	161	2	160	0.981366459627	COG3444	G	pts system
1115511.PRJDB13	1115511.PRJDB13.EA14781_056_00060	0QQ1F	gproNOG	133	9	128	5	126	0.90977443609	COG2893	G	pts system
1115511.PRJDB13	1115511.PRJDB13.EA14781_056_00070	0QJVS	gproNOG	365	6	371	2	365	0.994520547945	COG0683	E	branched-chain amino acid ABC transporter
1115511.PRJDB13	1115511.PRJDB13.EA14781_056_00080	0QYM8	gproNOG	88	1	88	1	88	0.988636363636	COG4453	S	Protein of unknown function (DUF1778)
1115511.PRJDB13	1115511.PRJDB13.EA14781_056_00090	0QW34	gproNOG	175	2	175	1	174	0.988571428571	COG0454	K	Acetyltransferase (GNAT) family
1115511.PRJDB13	1115511.PRJDB13.EA14781_056_00100	0QV1Z	gproNOG	127	1	130	1	126	0.984251968504	11V7B	S	acetyltransferase
1115511.PRJDB13	1115511.PRJDB13.EA14781_056_00110	0QJVS	gproNOG	369	4	371	2	369	0.994579945799	COG0683	E	branched-chain amino acid ABC transporter
1115511.PRJDB13	1115511.PRJDB13.EA14781_056_00120	0QIKU	gproNOG	308	2	302	4	308	0.987012987013	COG0559,COG4177	E	branched-chain amino acid
1115511.PRJDB13	1115511.PRJDB13.EA14781_056_00130	0QIRD	gproNOG	425	24	339	83	417	0.785882352941	COG0559,COG4177	E	leucine isoleucine valine transporter permease subunit
1115511.PRJDB13	1115511.PRJDB13.EA14781_056_00140	0QJ5X	gproNOG	255	2	255	2	255	0.992156862745	COG4674,COG0559,COG3743,COG0411,COG0410,COG4177	E	leucine isoleucine valine transporter, ATP-binding subunit
1115511.PRJDB13	1115511.PRJDB13.EA14781_056_00150	0RAUT	gproNOG	237	11	247	2	237	0.991561181435	COG0410	E	ABc transporter ATP-binding protein
1115511.PRJDB13	1115511.PRJDB13.EA14781_056_00170	0QT49	gproNOG	202	4	188	3	186	0.905940594059	COG4700	S	
1115511.PRJDB13	1115511.PRJDB13.EA14781_056_00180	0QJEN	gproNOG	438	2	434	2	437	0.993150684932	COG1653	P	Glycerol-3-phosphate transporter periplasmic binding protein
1115511.PRJDB13	1115511.PRJDB13.EA14781_056_00190	0QIPG	gproNOG	295	1	295	1	295	0.996610169492	COG1175	P	transporter permease
1115511.PRJDB13	1115511.PRJDB13.EA14781_056_00200	0QJPI	gproNOG	281	1	281	1	281	0.996441281139	COG0395,COG1653	P	transporter
1115511.PRJDB13	1115511.PRJDB13.EA14781_056_00210	0RAR6	gproNOG	356	1	357	1	355	0.994382022472	COG3839	G	(ABC) transporter
1115511.PRJDB13	1115511.PRJDB13.EA14781_056_00220	0QIA0	gproNOG	247	345	587	2	245	0.983805668016	COG0584	C	glycerophosphoryl diester phosphodiesterase
1115511.PRJDB13	1115511.PRJDB13.EA14781_056_00230	0QVRP	gproNOG	122	1	95	1	96	0.77868852459	1273Y	S	Conserved protein
1115511.PRJDB13	1115511.PRJDB13.EA14781_056_00240	0QJ45	gproNOG	581	15	559	31	577	0.939759036145	COG3733,COG0405,COG1380	E	Gamma-glutamyltranspeptidase (EC 2.3.2.2)
1115511.PRJDB13	1115511.PRJDB13.EA14781_056_00250	0QPRH	gproNOG	162	1	163	1	162	0.993827160494	COG0454	K	acetyltransferase
1115511.PRJDB13	1115511.PRJDB13.EA14781_056_00260	0QNPJ	gproNOG	345	2	347	1	345	0.997101449275	COG1063,COG0673	S	Oxidoreductase
1115511.PRJDB13	1115511.PRJDB13.EA14781_056_00270	0QM6C	gproNOG	231	1	233	1	230	0.991341991342	COG1741	S	pirin domain protein
1115511.PRJDB13	1115511.PRJDB13.EA14781_056_00280	0QHSA	gproNOG	331	2	332	1	331	0.996978851964	0XPSF	K	Transcriptional regulator
1115511.PRJDB13	1115511.PRJDB13.EA14781_056_00290	0QNRE	gproNOG	176	2	173	3	174	0.971590909091	COG0363,COG3090,COG3265	G	Gluconate kinase
1115511.PRJDB13	1115511.PRJDB13.EA14781_056_00300	0QJY8	gproNOG	446	1	444	1	443	0.991031390135	COG2610	P	Gluconate transporter
1115511.PRJDB13	1115511.PRJDB13.EA14781_056_00310	0QKNC	gproNOG	168	32	195	2	166	0.97619047619	COG2095	U	Multiple antibiotic resistance (MarC)-related protein
1115511.PRJDB13	1115511.PRJDB13.EA14781_175_00010	0QHWF	gproNOG	233	2240	2327	129	231	0.437768240343	COG5492,COG3291,COG3209,COG5184,COG1404,COG3210,COG4253,COG2304,COG3501,COG3979,COG4926	M	YD repeat protein
1115511.PRJDB13	1115511.PRJDB13.EA14781_175_00030	0R5E3	gproNOG	285	1	285	1	285	0.99649122807	101RX	S	Uncharacterized protein conserved in bacteria (DUF2262)
1115511.PRJDB13	1115511.PRJDB13.EA14781_175_00040	0QJ4Y	gproNOG	1300	6	1286	10	1298	0.990769230769	COG0454,COG1643,COG2852	L	ATP-dependent helicase hrpA
1115511.PRJDB13	1115511.PRJDB13.EA14781_175_00050	0QI7E	gproNOG	201	1	200	1	200	0.990049751244	COG1182	I	Catalyzes the reductive cleavage of azo bond in aromatic azo compounds to the corresponding amines. Requires NADH, but not NADPH, as an electron donor for its activity (By similarity)
1115511.PRJDB13	1115511.PRJDB13.EA14781_137_00010	0QTJ0	gproNOG	118	1	119	1	118	0.991525423729	COG3090	G	TRAP-type C4-dicarboxylate transport system, small permease
1115511.PRJDB13	1115511.PRJDB13.EA14781_137_00020	0QJ2E	gproNOG	327	4	324	4	326	0.984709480122	COG1638,COG0840	G	TRAP dicarboxylate transporter, DctP subunit
1115511.PRJDB13	1115511.PRJDB13.EA14781_137_00030	0QNPZ	gproNOG	336	1	336	1	335	0.994047619048	COG0473,COG2055	C	Dehydrogenase
1115511.PRJDB13	1115511.PRJDB13.EA14781_137_00040	0QJU5	gproNOG	338	1	339	1	338	0.997041420118	COG1063,COG0673	C	Alcohol dehydrogenase GroES domain protein
1115511.PRJDB13	1115511.PRJDB13.EA14781_137_00060	0QJ0R	gproNOG	417	18	417	16	413	0.952038369305	COG0246,COG1070,COG4160	G	Mannitol dehydrogenase
1115511.PRJDB13	1115511.PRJDB13.EA14781_137_00070	0R133	gproNOG	249	1	249	1	249	0.995983935743	COG2186	K	Transcriptional regulator
1115511.PRJDB13	1115511.PRJDB13.EA14781_137_00080	0QIUU	gproNOG	736	3	709	8	712	0.95652173913	COG1032	C	UPF0313 protein
1115511.PRJDB13	1115511.PRJDB13.EA14781_137_00090	0QTNP	gproNOG	85	6	72	5	71	0.776470588235	COG4238	M	major outer membrane lipoprotein
1115511.PRJDB13	1115511.PRJDB13.EA14781_137_00100	0QTNP	gproNOG	82	11	71	6	67	0.743902439024	COG4238	M	major outer membrane lipoprotein
1115511.PRJDB13	1115511.PRJDB13.EA14781_137_00120	0QX5J	gproNOG	311	1	308	1	308	0.987138263666	1283I	S	Conserved protein
1115511.PRJDB13	1115511.PRJDB13.EA14781_137_00130	0QI6X	gproNOG	337	144	479	1	336	0.994065281899	COG0471	P	transporter
1115511.PRJDB13	1115511.PRJDB13.EA14781_098_00010	0QHVV	gproNOG	394	1	395	1	392	0.992385786802	COG0183	I	Catalyzes the final step of fatty acid oxidation in which acetyl-CoA is released and the CoA ester of a fatty acid two carbons shorter is formed (By similarity)
1115511.PRJDB13	1115511.PRJDB13.EA14781_098_00020	0QIDT	gproNOG	440	1	438	1	440	0.997727272727	COG2031	I	Short chain fatty acid transporter
1115511.PRJDB13	1115511.PRJDB13.EA14781_098_00030	0RAQG	gproNOG	216	3	217	2	213	0.976851851852	COG2057	I	transferase, beta subunit
1115511.PRJDB13	1115511.PRJDB13.EA14781_098_00040	0QI6D	gproNOG	220	3	219	2	218	0.981818181818	COG2057,COG1788	I	CoA-transferase subunit A
1115511.PRJDB13	1115511.PRJDB13.EA14781_098_00050	0QIDU	gproNOG	461	5	438	5	458	0.982646420824	COG3604,COG3829,COG1221,COG4624,COG3933,COG3284,COG2204	T	two component, sigma54 specific, transcriptional regulator, Fis family
1115511.PRJDB13	1115511.PRJDB13.EA14781_100_00110	0QJ3Y	gproNOG	257	13	262	8	257	0.968871595331	COG1117	P	Part of the ABC transporter complex PstSACB involved in phosphate import. Responsible for energy coupling to the transport system (By similarity)
1115511.PRJDB13	1115511.PRJDB13.EA14781_098_00060	0QMFR	gproNOG	608	2	617	2	607	0.995065789474	COG4936,COG2197,COG1716,COG3867,COG0004,COG0457,COG1639,COG2198,COG2199,COG0517,COG4753,COG2208,COG3275,COG3850,COG4999,COG0840,COG2203,COG2202,COG1611,COG2200,COG2201,COG2206,COG2207,COG3287,COG2205,0XNMH,COG0643,COG1366,COG5278,COG3300,COG1387,COG2172,COG0745,COG4564,COG4566,COG3437,COG2972,COG2703,COG2204,COG3851,COG3451,COG3452,COG1609,COG1879,COG4585,COG3292,COG1167,COG0699,COG0715,COG0642,COG1352,COG0784,COG4251,COG4250,COG0515,COG4624,COG0834,COG5001,COG0426,COG5002,COG0683,COG0591,COG3322,COG2770,COG2771,COG3614,COG4252,COG3706,COG4191,COG3920,COG3899,COG0347,COG3447,COG2114,COG1455	T	Histidine kinase
1115511.PRJDB13	1115511.PRJDB13.EA14781_098_00070	0QJGD	gproNOG	949	42	757	7	947	0.990516332982	COG4936,COG2197,COG1716,COG3867,COG0004,COG0457,COG1639,COG2198,COG2199,COG0517,COG4753,COG2208,COG3275,COG3850,COG4999,COG0840,COG2203,COG2202,COG1611,COG2200,COG2201,COG2206,COG2207,COG3287,COG2205,0XNMH,COG0643,COG1366,COG5278,COG3300,COG1387,COG2172,COG0745,COG4564,COG4566,COG3437,COG2972,COG2703,COG2204,COG3851,COG3451,COG3452,COG1609,COG1879,COG4585,COG3292,COG1167,COG0699,COG0715,COG0642,COG1352,COG0784,COG4251,COG4250,COG0515,COG4624,COG0834,COG5001,COG0426,COG5002,COG0683,COG0591,COG3322,COG2770,COG2771,COG3614,COG4252,COG3706,COG4191,COG3920,COG3899,COG0347,COG3447,COG2114,COG1455	T	hybrid sensory kinase in two-component regulatory system with RcsB and YojN
1115511.PRJDB13	1115511.PRJDB13.EA14781_098_00080	0QJRT	gproNOG	216	1	211	1	211	0.972222222222	COG2197	T	regulatoR
1115511.PRJDB13	1115511.PRJDB13.EA14781_098_00090	0QJV1	gproNOG	890	2	890	8	890	0.991011235955	COG2198	T	Phosphotransfer intermediate protein in two-component regulatory system with RcsBC
1115511.PRJDB13	1115511.PRJDB13.EA14781_098_00100	0QJFR	gproNOG	375	2	354	1	375	0.997333333333	COG3203	M	membrAne
1115511.PRJDB13	1115511.PRJDB13.EA14781_098_00110	0QIBS	gproNOG	351	5	336	7	350	0.977207977208	COG3656,COG0526,COG1477	H	biosynthesis lipoprotein apbE
1115511.PRJDB13	1115511.PRJDB13.EA14781_098_00120	0QK18	gproNOG	354	3	346	8	352	0.971751412429	COG2169,COG0350,COG0122	F, L	methyltransferase
1115511.PRJDB13	1115511.PRJDB13.EA14781_098_00130	0QNZ8	gproNOG	216	1	212	1	213	0.981481481481	COG3145	L	Alkylated DNA repair protein
1115511.PRJDB13	1115511.PRJDB13.EA14781_098_00140	0QHWS	gproNOG	225	1	224	1	224	0.991111111111	COG1680,COG4615	V	transporter
1115511.PRJDB13	1115511.PRJDB13.EA14781_127_00010	0QJQ1	gproNOG	442	30	447	1	421	0.950226244344	COG3195,COG2233	F	permease
1115511.PRJDB13	1115511.PRJDB13.EA14781_127_00020	0QSH0	gproNOG	182	2	172	1	174	0.950549450549	COG0142,COG1443	I	Catalyzes the 1,3-allylic rearrangement of the homoallylic substrate isopentenyl (IPP) to its highly electrophilic allylic isomer, dimethylallyl diphosphate (DMAPP) (By similarity)
1115511.PRJDB13	1115511.PRJDB13.EA14781_127_00030	0QIWM	gproNOG	505	2	501	2	504	0.994059405941	COG3382,COG2898,COG0073,COG2316,COG1190	J	lysyl-tRNA synthetase
1115511.PRJDB13	1115511.PRJDB13.EA14781_127_00040	0QHXW	gproNOG	293	56	348	1	293	0.996587030717	COG1186	J	Peptide chain release factor 2 directs the termination of translation in response to the peptide chain termination codons UGA and UAA (By similarity)
1115511.PRJDB13	1115511.PRJDB13.EA14781_127_00050	0QIS0	gproNOG	577	2	575	3	576	0.993067590988	COG0514,COG0608,COG4199	L	single-stranded-DNA-specific exonuclease RecJ
1115511.PRJDB13	1115511.PRJDB13.EA14781_127_00060	0QI5Y	gproNOG	236	1	239	1	233	0.983050847458	COG1651	O	Thiol disulfide interchange protein (DsbC)
1115511.PRJDB13	1115511.PRJDB13.EA14781_127_00070	0QIWP	gproNOG	298	6	301	2	298	0.993288590604	COG0582,COG4974	L	Site-specific tyrosine recombinase, which acts by catalyzing the cutting and rejoining of the recombining DNA molecules. The XerC-XerD complex is essential to convert dimers of the bacterial chromosome into monomers to permit their segregation at cell division. It also contributes to the segregational stability of plasmids (By similarity)
1115511.PRJDB13	1115511.PRJDB13.EA14781_127_00080	0QKCW	gproNOG	173	1	171	1	171	0.982658959538	COG0716	C	Low-potential electron donor to a number of redox enzymes (By similarity)
1115511.PRJDB13	1115511.PRJDB13.EA14781_127_00090	0QS8S	gproNOG	134	1	133	1	132	0.977611940299	11R98	S	Toxic component of a toxin-antitoxin (TA) module. Overexpression leads to growth arrest after 5 hours, with initial elongation of cells, followed by swelling. The toxic effects are abrogated by coexpression with antitoxin CptB. Interacts with cytoskeletal proteins FtsZ and MreB
1115511.PRJDB13	1115511.PRJDB13.EA14781_127_00100	0QVKY	gproNOG	88	125	208	2	85	0.943181818182	COG2938	S	TPR repeat protein
1115511.PRJDB13	1115511.PRJDB13.EA14781_127_00120	0QKJE	gproNOG	326	8	328	6	326	0.981595092025	COG0354	S	Folate-binding protein involved in regulating the level of ATP-DnaA and in the modification of some tRNAs. It is probably a key factor in regulatory networks that act via tRNA modification, such as initiation of chromosomal replication (By similarity)
