PROJECT_ID	PROTEIN_ID	EGGNOG_GROUP_CODE	EGGNOG_LEVEL	QUERY_LENGHT	HMM_FROM	HMM_TO	SEQ_FROM	SEQ_TO	QUERY_COVERAGE	PARENT_LUCA_GROUPS	COG_FUNCTIONAL_CATEGORIES	FUNCTIONAL_DESCRIPTION
1138384.PRJNA82183	1138384.PRJNA82183.AD2_2802	0ENWG	cloNOG	661	3	658	7	660	0.987897125567	COG0188,COG0187	L	DNA gyrase
1138384.PRJNA82183	1138384.PRJNA82183.AD2_2803	0EZSE	cloNOG	148	1	158	1	147	0.986486486486	0YHSM	S	
1138384.PRJNA82183	1138384.PRJNA82183.AD2_2805	0EVD0	cloNOG	146	5	144	2	141	0.952054794521	COG3610	S	Membrane Spanning Protein
1138384.PRJNA82183	1138384.PRJNA82183.AD2_2806	0ESVB	cloNOG	256	3	249	6	251	0.95703125	COG3610,COG2966	S	membrane
1138384.PRJNA82183	1138384.PRJNA82183.AD2_2807	0ET8G	cloNOG	205	34	232	3	205	0.985365853659	COG5492,COG5263,COG1388,COG2931,COG2340,COG2310,COG2247,COG2234	N	SCP-like extracellular
1138384.PRJNA82183	1138384.PRJNA82183.AD2_2808	0EP89	cloNOG	456	9	452	3	445	0.969298245614	COG0534	V	Mate efflux family protein
1138384.PRJNA82183	1138384.PRJNA82183.AD2_2809	0ENZR	cloNOG	746	22	267	2	265	0.35254691689	COG2770,COG5278,COG4564,COG2202,COG2703,COG0840,COG5001,COG2203	T	methyl-accepting chemotaxis
1138384.PRJNA82183	1138384.PRJNA82183.AD2_2810	0ESI7	cloNOG	491	12	471	15	484	0.955193482688	11IY4	S	
1138384.PRJNA82183	1138384.PRJNA82183.AD2_2811	0F5GM	cloNOG	372	1	371	1	371	0.994623655914	COG1932	E	Catalyzes the reversible conversion of 3- phosphohydroxypyruvate to phosphoserine and of 3-hydroxy-2-oxo-4- phosphonooxybutanoate to phosphohydroxythreonine (By similarity)
1138384.PRJNA82183	1138384.PRJNA82183.AD2_2812	0EPUM	cloNOG	62	85	141	1	56	0.887096774194	0ZVH1	S	Converts the free carboxyl group of a malonyl-thioester to its methyl ester by transfer of a methyl group from S-adenosyl- L-methionine (SAM). It allows to synthesize pimeloyl-ACP via the fatty acid synthetic pathway (By similarity)
1138384.PRJNA82183	1138384.PRJNA82183.AD2_2815	0ERZ7	cloNOG	190	98	293	2	188	0.978947368421	11JZY	S	Acetyltransferase (GNAT) family
1138384.PRJNA82183	1138384.PRJNA82183.AD2_2795	0EPVN	cloNOG	272	1279	1495	2	260	0.948529411765	COG5492,COG3291,COG3209,COG5184,COG1404,COG3210,COG4253,COG2304,COG3501,COG3979,COG4926	M	RHS repeat-associated core domain protein
1138384.PRJNA82183	1138384.PRJNA82183.AD2_2793	0EP6F	cloNOG	97	1	93	1	93	0.948453608247	COG2963,COG2801	L	transposase IS3 IS911 family protein
1138384.PRJNA82183	1138384.PRJNA82183.AD2_2794	0EP6F	cloNOG	89	104	192	1	89	0.988764044944	COG2963,COG2801	L	transposase IS3 IS911 family protein
1138384.PRJNA82183	1138384.PRJNA82183.AD2_2792	0ETAD	cloNOG	229	3	229	4	228	0.978165938865	11IQM	L	Bifunctional DNA primase polymerase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0180	0F0WK	cloNOG	116	2	103	15	116	0.870689655172	0YPHY	S	
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0071	0F554	cloNOG	158	5	162	2	158	0.987341772152	0ZZUR	S	
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0072	0ENV2	cloNOG	241	5	240	2	240	0.98755186722	COG0846	K	NAD-dependent deacetylase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0073	0ES0D	cloNOG	203	52	220	29	202	0.852216748768	COG0652,COG1670,COG0561,COG1651,COG0545	O	PPIases accelerate the folding of proteins (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0074	0EP1U	cloNOG	340	3	336	7	340	0.979411764706	COG2502	E	asparagine synthetase A
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0075	0EP26	cloNOG	464	1	464	1	464	0.997844827586	COG0017	J	asparaginyl-tRNA synthetase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0076	0F4MG	cloNOG	938	10	895	21	915	0.953091684435	0ZVDP	G	Glycosyl hydrolase family 48
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0077	0EVMN	cloNOG	161	2	146	1	158	0.975155279503	COG3595,COG1983	S	phage shock protein C, PspC
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0078	0EVYA	cloNOG	321	1	306	1	321	0.996884735202	11IYT	S	
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0080	0F04E	cloNOG	228	65	276	8	228	0.964912280702	0YJ6C	S	
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0081	0EXNI	cloNOG	129	1	126	1	119	0.914728682171	0XVE3	S	general stress protein
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0082	0F0Q3	cloNOG	127	1	128	1	127	0.992125984252	0YPDN	S	
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0083	0EU8U	cloNOG	68	2	61	1	60	0.867647058824	11U5R	S	conserved domain protein
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0084	0ET8J	cloNOG	171	126	291	5	170	0.964912280702	11IEN	S	
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0085	0EVS5	cloNOG	143	1	142	1	142	0.986013986014	COG0835	N, T	chew protein
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0086	0EP12	cloNOG	401	3	407	2	401	0.995012468828	COG0548,COG1364	E	Catalyzes two activities which are involved in the cyclic version of arginine biosynthesis the synthesis of N- acetylglutamate from glutamate and acetyl-CoA as the acetyl donor, and of ornithine by transacetylation between N(2)-acetylornithine and glutamate (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0087	0EPG4	cloNOG	815	6	776	9	780	0.946012269939	COG3063,COG0466	O	ATP-dependent serine protease that mediates the selective degradation of mutant and abnormal proteins as well as certain short-lived regulatory proteins. Required for cellular homeostasis and for survival from DNA damage and developmental changes induced by stress. Degrades polypeptides processively to yield small peptide fragments that are 5 to 10 amino acids long. Binds to DNA in a double-stranded, site-specific manner (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0088	0ESI2	cloNOG	559	7	438	12	557	0.974955277281	COG3706,COG3275,COG0784,COG2208,COG0840,COG3437,COG2202,COG2203,COG0745,COG2204	T	stage II sporulation protein E
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0089	0EV4P	cloNOG	181	4	183	5	181	0.972375690608	120PT	S	
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0090	0ES35	cloNOG	210	1	102	1	101	0.47619047619	11GA9	K	Negative regulator of genetic competence
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0091	0EYN0	cloNOG	294	1	291	1	288	0.97619047619	0YB65	S	
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0092	0ET55	cloNOG	200	16	207	1	198	0.985	COG0424	D	Maf-like protein
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0093	0EP4P	cloNOG	340	3	334	3	334	0.973529411765	COG1077	D	Cell shape determining protein, mreb mrl family
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0094	0ENXG	cloNOG	287	5	280	2	278	0.961672473868	COG1792	M	Involved in formation and maintenance of cell shape (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0095	0ET42	cloNOG	176	3	168	9	174	0.9375	11N38	M	rod shape-determining protein MreD
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0096	0EP0N	cloNOG	709	24	692	5	694	0.971791255289	COG0768	M	penicillin-binding protein
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0097	0EU69	cloNOG	227	2	214	1	226	0.991189427313	COG0850	D	Cell division inhibitor that blocks the formation of polar Z ring septums. Rapidly oscillates between the poles of the cell to destabilize FtsZ filaments that have formed before they mature into polar Z rings. Prevents FtsZ polymerization (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0098	0ENUS	cloNOG	266	1	264	1	263	0.984962406015	COG2894	D	site-determining protein
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0099	0EVEX	cloNOG	94	2	89	3	92	0.946808510638	COG0851	D	Prevents the cell division inhibition by proteins MinC and MinD at internal division sites while permitting inhibition at polar sites. This ensures cell division at the proper site by restricting the formation of a division septum at the midpoint of the long axis of the cell (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0100	0ETD8	cloNOG	131	1	131	1	130	0.984732824427	COG1803	G	methylglyoxal synthase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0101	0EWWR	cloNOG	87	1	82	1	86	0.977011494253	0XUB7	S	Uncharacterised protein family (UPF0180)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0102	0EUZV	cloNOG	305	7	272	27	302	0.901639344262	COG5283,COG3883,COG5263,COG1388,COG1705,COG0739,COG0860,COG3951,COG3953,COG0791,COG3583,COG5412,COG3103,COG2951,COG3942,COG3773,COG4926	M	peptidase M23
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0103	0ET66	cloNOG	253	41	291	2	251	0.98418972332	COG1994	S	Peptidase M50
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0104	0EP38	cloNOG	291	1	283	1	288	0.986254295533	COG0685	E	Methylenetetrahydrofolate reductase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0105	0EZGT	cloNOG	260	1	260	1	260	0.996153846154	0YG3R	S	
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0106	0EPDV	cloNOG	389	1	390	1	388	0.994858611825	COG1979	C	Dehydrogenase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0107	0EPU3	cloNOG	218	1	212	1	218	0.995412844037	COG1141,COG0220	S	Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0108	0ETJJ	cloNOG	130	5	132	2	129	0.976923076923	COG0432	S	Secondary thiamine-phosphate synthase enzyme
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0109	0EP9H	cloNOG	368	4	364	5	367	0.983695652174	COG1985,COG2852,COG0117	H	Converts 2,5-diamino-6-(ribosylamino)-4(3h)-pyrimidinone 5'-phosphate into 5-amino-6-(ribosylamino)-2,4(1h,3h)- pyrimidinedione 5'-phosphate (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0110	0ERSF	cloNOG	218	1	214	1	217	0.990825688073	COG0307	H	riboflavin synthase, alpha subunit
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0111	0ENWF	cloNOG	413	3	404	1	402	0.970944309927	COG0108,COG0807,COG0307	H	Catalyzes the conversion of D-ribulose 5-phosphate to formate and 3,4-dihydroxy-2-butanone 4-phosphate (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0112	0ERWA	cloNOG	155	2	153	4	155	0.974193548387	COG0054	H	Catalyzes the formation of 6,7-dimethyl-8- ribityllumazine by condensation of 5-amino-6-(D- ribitylamino)uracil with 3,4-dihydroxy-2-butanone 4-phosphate. This is the penultimate step in the biosynthesis of riboflavin (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0113	0EZ7I	cloNOG	213	1	206	1	204	0.953051643192	0YD0T	S	PilZ domain
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0117	0EP0P	cloNOG	318	4	306	6	310	0.955974842767	COG1493	T	Catalyzes the ATP- as well as the pyrophosphate- dependent phosphorylation of a specific serine residue in HPr, a phosphocarrier protein of the phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS). HprK P also catalyzes the pyrophosphate-producing, inorganic phosphate-dependent dephosphorylation (phosphorolysis) of seryl-phosphorylated HPr (P- Ser-HPr). The two antagonistic activities of HprK P are regulated by several intracellular metabolites, which change their concentration in response to the absence or presence of rapidly metabolisable carbon sources (glucose, fructose, etc.) in the growth medium. Therefore, by controlling the phosphorylation state of HPr, HPrK P is a sensor enzyme that plays a major role in the regulation of carbon metabolism and sugar transport it mediates carbon catabolite repression (CCR), and regulates PTS-catalyzed carbohydrate uptake and inducer exclusion (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0118	0ERW0	cloNOG	241	311	541	5	238	0.966804979253	COG1387,COG1796	L	PHP domain protein
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0119	0EPDE	cloNOG	304	5	302	6	303	0.976973684211	COG0454,COG0812	M	Cell wall formation (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0120	0ENRK	cloNOG	291	1	286	1	286	0.979381443299	COG1660,COG3178	S	Displays ATPase and GTPase activities (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0121	0ENXS	cloNOG	439	1	402	1	415	0.9430523918	COG0391	S	Uncharacterised protein family UPF0052
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0122	0EQR1	cloNOG	659	1	656	1	654	0.990895295903	COG3408	G	Glycogen debranching enzyme
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0123	0EP99	cloNOG	317	2	314	5	313	0.971608832808	COG1481	K	May be required for sporulation (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0124	0EVCE	cloNOG	88	1	86	1	86	0.965909090909	COG1925	G	phosphocarrier protein hpr
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0125	0EVVJ	cloNOG	111	1	110	1	110	0.981981981982	COG1366	T	stage II sporulation protein
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0126	0ETA1	cloNOG	149	4	141	4	141	0.919463087248	COG2172	T	anti-sigma F factor
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0127	0ERSR	cloNOG	248	3	241	7	246	0.963709677419	COG1191	K	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0129	0ET8S	cloNOG	147	6	151	2	147	0.986394557823	11PFY	S	Stage v sporulation protein ac
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0130	0ENTC	cloNOG	340	3	337	2	336	0.982352941176	0XNPK	S	Stage v sporulation protein ad
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0131	0EU9C	cloNOG	123	1	117	6	122	0.943089430894	11UXX	S	Stage v sporulation protein ae
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0132	0ETFH	cloNOG	192	2	187	6	190	0.958333333333	11JDR	S	stage V sporulation protein ae
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0133	0ETPS	cloNOG	154	1	152	1	152	0.980519480519	COG1406	N	CheC domain protein
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0134	0ESH3	cloNOG	164	223	385	2	164	0.987804878049	COG0219,COG3619	J	Could methylate the ribose at the nucleotide 34 wobble position in tRNA (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0135	0EQ19	cloNOG	505	123	473	118	502	0.760396039604	COG4936,COG2197,COG1716,COG3867,COG0004,COG0457,COG1639,COG2198,COG2199,COG0517,COG4753,COG2208,COG3275,COG3850,COG4999,COG0840,COG2203,COG2202,COG1611,COG2200,COG2201,COG2206,COG2207,COG3287,COG2205,0XNMH,COG0643,COG1366,COG5278,COG3300,COG1387,COG2172,COG0745,COG4564,COG4566,COG3437,COG2972,COG2703,COG2204,COG3851,COG3451,COG3452,COG1609,COG1879,COG4585,COG3292,COG1167,COG0699,COG0715,COG0642,COG1352,COG0784,COG4251,COG4250,COG0515,COG4624,COG0834,COG5001,COG0426,COG5002,COG0683,COG0591,COG3322,COG2770,COG2771,COG3614,COG4252,COG3706,COG4191,COG3920,COG3899,COG0347,COG3447,COG2114,COG1455	T	Diguanylate cyclase and metal dependent phosphohydrolase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0136	0EZ93	cloNOG	344	1	348	1	344	0.997093023256	COG0332	I	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0137	0F16V	cloNOG	81	1	81	1	81	0.987654320988	0YZGS	S	Phosphopantetheine attachment site
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0138	0EYF8	cloNOG	345	1	346	1	345	0.997101449275	COG0332	I	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0182	0ENZ6	cloNOG	458	2	457	1	456	0.993449781659	COG0165,COG1246,COG1051	E	Arginosuccinase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0139	0EZ67	cloNOG	494	1	496	1	494	0.997975708502	COG0491,COG1022,COG0596,COG0001,COG0477,COG0365,COG1680,COG4310,COG3320,COG3319,COG0128,COG0147,COG3882,COG2301,COG1020,COG0204,COG1021,COG1960,COG3321,COG0318,COG0654	Q	AMP-binding enzyme
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0140	0EZ57	cloNOG	323	1	319	1	322	0.993808049536	128SF	S	
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0141	0EZET	cloNOG	2754	1	2754	1	2754	0.999636891794	COG3321,COG3319,COG0001,COG1024,COG0156,COG3208,COG0304,COG3320,COG1020,COG0764,COG0318	Q	Acyl transferase domain
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0142	0EY09	cloNOG	241	1	227	1	241	0.995850622407	COG0736	I	4'-phosphopantetheinyl transferase superfamily
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0143	0EP6Z	cloNOG	336	1	336	1	333	0.988095238095	COG0057	G	Glyceraldehyde-3-phosphate dehydrogenase, type I
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0144	0ENRZ	cloNOG	397	2	397	3	397	0.992443324937	COG0126,COG0149	G	Phosphoglycerate kinase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0145	0ENNV	cloNOG	251	2	250	2	250	0.988047808765	COG1264,COG0149	G	Triose-phosphate isomerase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0146	0EPQR	cloNOG	511	1	512	1	511	0.998043052838	COG0696	G	Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0147	0EQ19	cloNOG	545	122	481	144	537	0.721100917431	COG4936,COG2197,COG1716,COG3867,COG0004,COG0457,COG1639,COG2198,COG2199,COG0517,COG4753,COG2208,COG3275,COG3850,COG4999,COG0840,COG2203,COG2202,COG1611,COG2200,COG2201,COG2206,COG2207,COG3287,COG2205,0XNMH,COG0643,COG1366,COG5278,COG3300,COG1387,COG2172,COG0745,COG4564,COG4566,COG3437,COG2972,COG2703,COG2204,COG3851,COG3451,COG3452,COG1609,COG1879,COG4585,COG3292,COG1167,COG0699,COG0715,COG0642,COG1352,COG0784,COG4251,COG4250,COG0515,COG4624,COG0834,COG5001,COG0426,COG5002,COG0683,COG0591,COG3322,COG2770,COG2771,COG3614,COG4252,COG3706,COG4191,COG3920,COG3899,COG0347,COG3447,COG2114,COG1455	T	Diguanylate cyclase and metal dependent phosphohydrolase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0148	0EPBK	cloNOG	433	2	428	4	429	0.981524249423	COG0148	G	Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0149	0F4XM	cloNOG	79	1	77	1	77	0.962025316456	121MY	U	translocase, SecG subunit
